pixel_no,pixel_x,pixel_y,latitude,longitude,C12_real_mean,C12_real_sigma,C11_mean,C11_sigma,C12_imag_mean,C12_imag_sigma,C22_mean,C22_sigma
344,493,343,12.2232434496921,76.2090742360167,619.3259,317.78073,18282.701,1570.157,1672.9926,605.5891,6323.8315,660.4982
345,493,344,12.2231191054049,76.2090490495101,758.78705,433.4932,18271.035,1556.8319,1931.0555,402.19043,6222.6187,632.7288
346,493,345,12.2229947611177,76.2090238630035,864.4055,380.0696,18444.975,1602.7235,1916.8167,249.20108,6089.3335,571.1427
347,493,346,12.2228704168305,76.2089986764969,888.4056,387.86417,18948.195,985.5798,2232.8167,491.9204,6232.9946,516.9649
348,493,347,12.2227460725433,76.2089734899903,241.65741,759.21234,18252.166,1724.4751,2093.35,686.905,6283.7944,283.00787
349,493,348,12.2226217282561,76.2089483034836,-459.16666,889.09796,17190.217,1705.5763,1512.6981,1161.9393,5956.9517,585.9856
350,493,349,12.2224973839689,76.208923116977,-916.7889,335.85764,16505.54,1193.3323,1032.9204,776.6613,5830.3223,561.9429
351,493,350,12.2223730396817,76.2088979304704,-1123.1371,314.04398,16595.744,1477.0741,624.46484,710.26166,5517.461,520.0025
352,493,351,12.2222486953945,76.2088727439638,-1143.5685,875.73224,17721.486,2033.9595,610.9296,720.4487,5257.7314,766.9163
353,493,352,12.2221243511073,76.2088475574572,-991.3241,1222.7256,19038.537,3077.9343,67.0037,520.993,4975.0464,535.4972
354,493,353,12.2220000068201,76.2088223709506,-576.0426,1301.778,20713.863,3306.8955,-283.36853,670.12054,4835.6313,731.038
355,493,354,12.2218756625329,76.208797184444,-26.977776,904.54535,20809.125,3580.0125,-668.6352,686.1913,5136.215,727.8836
356,493,355,12.2217513182458,76.2087719979374,440.64816,803.10376,20708.36,3037.958,-976.5333,673.1311,5359.7095,781.21936
357,493,356,12.2216269739586,76.2087468114308,745.97406,710.2044,19942.283,1979.063,-528.53705,1135.5034,6110.352,1244.0492
358,493,357,12.2215026296714,76.2087216249242,843.9185,600.7095,19111.104,1751.9419,148.48703,1260.5837,6154.311,1315.9841
359,493,358,12.2213782853842,76.2086964384175,863.4963,477.95853,17630.055,1833.9082,697.9722,714.41473,6109.0557,1492.7455
360,493,359,12.221253941097,76.2086712519109,745.8759,389.529,15822.676,1951.4507,660.93146,670.381,5644.809,982.4235
361,493,360,12.2211295968098,76.2086460654043,1044.8019,505.3496,15391.977,1466.1434,300.36853,584.0589,5205.85,1071.5371
362,493,361,12.2210052525226,76.2086208788977,768.863,611.2715,15431.545,1332.3372,-203.91112,892.1536,4821.1816,894.50684
363,493,362,12.2208810363,76.2085957136335,176.92963,1281.9858,17980.8,2985.355,-576.2574,1011.60345,4731.5312,788.246
364,493,363,12.2207568749909,76.2085705574778,-1430.9907,1685.0836,20195.014,3830.8892,-980.3352,1467.0343,4881.637,734.834
365,493,364,12.2206327136818,76.2085454013222,-2656.1555,1199.4752,22836.256,2752.5762,-579.30927,1648.2185,4910.7017,655.80194
366,493,365,12.2205085523727,76.2085202451665,-2884.7297,913.19366,23160.822,2262.481,-603.62036,1564.4403,4557.683,352.05798
367,493,366,12.2203843910636,76.2084950890109,-1565.4222,1806.4698,22473.607,1958.0878,-806.5944,1244.8921,4472.5,303.1283
368,493,367,12.2202602297545,76.2084699328552,-103.061104,1552.1545,20772.197,1679.6565,-1314.0352,913.2862,4593.565,301.8161
369,493,368,12.2201360684455,76.2084447766996,1100.3704,770.4622,19327.352,1805.2354,-907.787,1170.5359,4759.028,368.11673
370,493,369,12.2200119071364,76.2084196205439,1494.3445,760.40704,18592.504,1595.0874,-897.79626,1137.451,5070.626,385.0128
371,493,370,12.2198877458273,76.2083944643883,1568.726,713.35,18208.32,1645.2622,-499.67038,1099.1572,5296.6333,459.53726
372,493,371,12.2197635845182,76.2083693082326,623.3019,1512.5272,18266.137,1708.6578,-740.2315,885.27124,5780.093,808.872
373,493,372,12.2196394232091,76.208344152077,-662.0611,1605.1398,18148.445,1392.4015,-83.864815,573.39,6058.3335,1013.2497
374,493,373,12.2195152619,76.2083189959213,-1785.3593,801.0552,18894.412,2568.5679,52.43148,441.7426,6215.7334,946.217
375,493,374,12.2193911005909,76.2082938397657,-2066.7202,897.0031,18349.111,2803.2422,262.26297,363.87238,6571.7964,1062.4088
376,493,375,12.2192669392818,76.20826868361,-1948.3556,1212.7704,17356.658,3141.9514,583.41296,468.18848,7157.95,1204.0441
377,493,376,12.2191427779728,76.2082435274544,-1386.9037,1404.3682,16348.672,1390.6451,1197.0204,749.8743,7777.913,1167.9131
378,493,377,12.2190186166637,76.2082183712988,-335.06665,1602.6322,16739.602,1129.3073,1630.1573,549.696,8219.834,1620.6516
379,493,378,12.2188944553546,76.2081932151431,550.5852,1025.2136,17983.656,2293.6309,1399.1888,829.59406,8224.118,1928.002
380,493,379,12.2187702940455,76.2081680589875,1092.3944,627.647,19090.807,2542.304,1107.7686,687.9005,7871.8945,1940.9382
381,493,380,12.2186461327364,76.2081429028318,1758.8647,1205.9143,20970.54,3134.7468,773.1241,470.065,6777.9907,1705.3857
382,493,381,12.2185219714273,76.2081177466762,2403.3853,1307.2947,23237.404,3074.2869,559.5704,699.9298,5678.198,1035.6453
383,493,382,12.2183978101182,76.2080925905205,2723.0647,1373.966,25656.88,2504.1775,38.772217,582.24817,5068.189,460.99234
384,493,383,12.2182736488091,76.2080674343649,2423.2722,1442.2428,27349.912,2579.0103,-267.9074,318.4009,4749.2725,371.05554
385,493,384,12.2181494875001,76.2080422782093,1238.9426,1893.6069,28285.867,2318.2449,-451.82593,413.72913,4957.8887,463.75018
386,493,385,12.218025326191,76.2080171220536,-248.59445,2126.542,27435.627,3162.8872,-163.18147,688.81726,5016.487,518.17114
387,493,386,12.2179011648819,76.207991965898,-1485.0889,1052.1842,24669.535,4181.7085,-181.40926,666.4522,5339.344,473.68533
388,493,387,12.2177770035728,76.2079668097423,-2232.4592,929.696,22580.34,2666.9436,-68.13148,514.8104,5456.539,572.397
389,493,388,12.2176528422637,76.2079416535867,-1806.9907,1064.7698,19593.8,2945.6616,-408.5259,430.31927,5334.62,580.9024
390,493,389,12.2175286809546,76.207916497431,-1475.3037,1152.5602,18375.459,3150.4116,-845.1667,991.54877,5128.096,530.4259
391,493,390,12.2174045196455,76.2078913412754,-369.11667,758.4714,17395.033,1787.624,-1023.5815,1119.597,4929.0723,227.72556
392,493,391,12.2172803583364,76.2078661851198,245.09999,769.60315,19100.445,2115.1848,-1277.4,1041.6031,5020.3076,239.62117
393,493,392,12.2171561970274,76.2078410289641,930.687,709.81885,20982.926,1479.799,-455.88705,1287.4661,5077.774,222.30518
394,493,393,12.2170320357183,76.2078158728085,1317.6407,816.92236,21213.744,1686.8989,-309.02963,1182.2699,4944.989,246.30798
395,493,394,12.2169078744092,76.2077907166529,1351.9574,872.40936,19848.904,3022.9355,-37.82222,922.151,4639.374,376.08035
396,493,395,12.2167837131001,76.2077655604972,1004.063,946.8783,17994.035,2649.163,-577.8741,821.8516,4484.7407,315.8253
397,493,396,12.216659551791,76.2077404043416,439.45926,711.135,16440.154,1693.6572,-929.65924,820.05585,4697.6777,582.57074
398,493,397,12.2165353904819,76.2077152481859,-50.587032,596.9221,14818.206,2182.9844,-1247.274,805.6058,5039.9424,482.2093
399,493,398,12.2164112291728,76.2076900920303,140.50928,807.0609,13781.698,1603.7173,-1397.0834,648.38416,5416.8535,344.31635
400,493,399,12.2162870678637,76.2076649358747,202.26112,798.98486,13696.8,2057.7527,-1352.1222,658.4728,5455.687,266.77966
401,493,400,12.2161629065547,76.207639779719,640.1259,536.22577,15227.794,2599.1719,-1241.6573,902.9854,5656.789,306.94333
402,493,401,12.2160387452456,76.2076146235634,674.2722,705.4805,16766.562,2493.6355,-1097.8538,852.4262,5427.7666,511.73334
403,493,402,12.2159145839365,76.2075894674078,1019.4037,829.53064,20924.352,5635.3438,-997.3111,992.4935,5199.4443,724.09784
404,493,403,12.2157904226274,76.2075643112521,690.35925,1060.5331,27053.86,7665.2695,-809.20557,1095.6628,4436.4907,877.14264
405,493,404,12.2156662613183,76.2075391550965,252.17036,1001.83203,32125.662,5608.6436,-552.7907,1214.3341,4246.565,813.39764
406,493,405,12.2155421000092,76.2075139989409,-154.97778,663.5625,32566.86,5699.046,-179.7574,1051.676,4513.976,1036.02
407,493,406,12.2154179387001,76.2074888427852,-325.2037,843.912,28327.84,7012.236,105.72223,641.58136,5164.909,752.27246
408,493,407,12.215293777391,76.2074636866296,-686.4907,877.8957,23167.766,5846.315,369.77594,517.91656,5441.1836,449.08868
409,493,408,12.215169616082,76.207438530474,-1139.25,707.39996,19264.738,3048.3262,547.0648,365.16275,5310.496,567.40094
410,493,409,12.2150454547729,76.2074133743183,-1508.126,550.89905,17805.904,786.19324,382.17963,624.19763,5034.591,895.7366
411,493,410,12.2149212934638,76.2073882181627,-1650.9907,462.74445,18009.426,823.55273,297.10556,576.38116,4657.052,1088.2933
412,493,411,12.2147971321547,76.2073630620071,-1686.4519,403.5907,18158.932,1140.5616,73.15,631.0432,4335.628,1075.9513
413,493,412,12.2146729708456,76.2073379058514,-1723.7278,560.7634,18594.959,1275.4951,-57.412968,807.4825,4429.217,927.2048
414,493,413,12.2145488095365,76.2073127496958,-1949.2815,728.8004,19406.871,1948.1992,-533.00183,782.9198,4896.8647,1056.2043
415,493,414,12.2144246482274,76.2072875935402,-2032.7537,821.66296,20014.256,1471.5786,-731.9593,748.90314,5212.843,772.07434
416,493,415,12.2143004869183,76.2072624373846,-2052.7112,1002.11554,20457.914,1405.7743,-722.013,620.5553,5448.2705,746.5093
417,493,416,12.2141763256093,76.207237281229,-1884.8685,956.694,20174.201,1284.5414,-899.88336,688.4991,5809.887,747.2225
418,493,417,12.2140521643002,76.2072121250733,-2005.4055,878.1579,19975.568,1353.7557,-1117.9019,657.72375,6650.8223,896.2234
419,493,418,12.2139280029911,76.2071869689177,-1699.876,893.2425,18886.648,2103.9983,-1177.9519,615.52295,6964.3555,721.3122
420,493,419,12.213803841682,76.2071618127621,-1260.3667,1048.8875,16674.678,3171.0415,-757.75555,756.0679,6699.9297,943.3426
421,493,420,12.2136796803729,76.2071366566065,-1113.8611,920.4401,14880.467,2706.3704,-557.9704,542.8493,5800.341,881.4364
422,493,421,12.2135555190638,76.2071115004508,-1404.3259,827.3877,13660.208,1613.9412,-550.0426,479.72534,5230.3164,511.71503
423,493,422,12.2134313577547,76.2070863442952,-1292.7537,990.30115,13395.785,1428.7849,-362.3926,626.4235,4690.1294,470.55002
424,493,423,12.2133071964456,76.2070611881396,-946.8537,901.5382,12984.037,1486.395,93.75369,712.055,4580.9683,461.32422
425,493,424,12.2131830351366,76.207036031984,-550.55554,705.84393,13393.671,1724.3937,696.5815,555.6859,4739.5757,693.4022
426,493,425,12.2130588738275,76.2070108758284,-215.66296,978.2336,14647.996,2014.6785,1181.226,757.4711,4984.774,847.7474
427,493,426,12.2129347125184,76.2069857196727,453.27036,1083.5737,15776.7,1105.0844,1252.4703,871.5269,4778.1665,1058.9556
428,493,427,12.2128105512093,76.2069605635171,961.7889,386.22098,15848.905,763.7914,966.23706,1059.1221,4401.091,1095.595
429,493,428,12.2126863899002,76.2069354073615,1063.7852,561.5422,15648.667,571.0038,419.85184,878.3513,4317.533,963.04083
430,493,429,12.2125622285911,76.2069102512059,535.99817,1014.39636,15316.481,693.06305,56.444447,670.25867,4432.222,861.5283
431,493,430,12.212438067282,76.2068850950503,-350.4463,1566.452,15297.2,1017.9566,-73.35185,961.17285,4546.4185,600.75525
432,493,431,12.2123139059729,76.2068599388947,-1524.9315,1299.9012,15136.304,1105.1554,83.601845,1184.3918,4419.059,297.95813
433,493,432,12.2121897446639,76.2068347827391,-2269.1038,921.691,15414.313,1361.6433,456.2148,1180.1968,4468.0723,290.18106
434,493,433,12.2120655833548,76.2068096265834,-2057.2888,1073.8385,15820.241,1975.8237,1057.6444,855.30884,4544.8926,381.60788
435,493,434,12.2119414220457,76.2067844704278,-1566.9388,1132.1339,16737.998,2615.837,1621.3759,722.01276,4496.439,559.4472
436,493,435,12.2118172607366,76.2067593142722,-811.5629,1002.95074,18101.852,2973.646,1814.063,477.005,4214.3203,696.48517
437,493,436,12.2116930994275,76.2067341581166,-301.21112,1136.0039,19110.04,2250.6062,1605.287,638.0388,3824.5908,558.27594
438,493,437,12.2115689381184,76.206709001961,358.9537,1118.9229,19277.365,1633.8566,1006.1463,482.4917,3624.626,310.77667
439,493,438,12.2114447768093,76.2066838458054,1364.9685,1450.568,18687.033,1125.7401,637.64075,488.6724,3656.3667,271.22992
440,493,439,12.2113206155002,76.2066586896498,1961.8203,1031.6743,18295.064,1115.4814,471.18704,410.19266,3712.5686,226.3851
441,493,440,12.2111964541912,76.2066335334942,2117.5537,1307.3851,18225.92,1018.2271,544.0389,394.59064,3740.924,210.88591
442,493,441,12.2110722928821,76.2066083773386,1471.8148,1222.3281,18209.34,859.22974,649.69257,388.15918,3814.8962,223.17496
443,493,442,12.210948131573,76.206583221183,540.7185,1592.5248,17792.086,1167.6655,1063.5408,783.8256,4016.5667,447.36215
444,493,443,12.2108239702639,76.2065580650274,-379.22964,1208.7806,16494.941,2475.8855,814.44257,982.80554,4338.2075,511.22467
445,493,444,12.2106998089548,76.2065329088718,-652.8944,984.7592,15606.418,2480.8555,903.4463,959.12177,4582.717,463.74036
446,493,445,12.2105756476457,76.2065077527162,-776.2463,1143.4429,14734.098,2487.5525,539.76855,617.25287,4882.62,688.1215
447,493,446,12.2104514863366,76.2064825965606,-751.4926,1308.7395,15055.091,1972.5571,646.15,476.36456,5170.4834,823.8664
448,493,447,12.2103273250275,76.206457440405,-873.637,1378.053,16515.043,2900.8838,423.62964,391.8992,5597.396,813.50525
449,493,448,12.2102031637185,76.2064322842494,147.85924,1778.4677,18958.783,3032.3076,757.5796,803.97876,6249.789,1006.965
450,493,449,12.2100790024094,76.2064071280938,1155.4148,1522.131,20331.387,1595.3994,860.7259,790.492,6468.435,774.6312
451,493,450,12.2099548411003,76.2063819719382,1637.6666,758.61365,19516.506,2284.6084,995.2815,725.55804,6533.724,830.5227
452,493,451,12.2098306797912,76.2063568157826,887.8148,1131.2173,17459.875,1934.5172,884.3778,521.9056,6299.5723,674.82806
453,493,452,12.2097065184821,76.206331659627,14.607402,955.65393,15500.556,1711.804,1019.9389,469.4969,6272.5317,604.159
454,493,453,12.209582357173,76.2063065034714,-765.5426,809.3902,14252.182,1299.5408,843.23517,636.91724,6120.0405,589.12726
455,493,454,12.2094581958639,76.2062813473158,-1055.5815,684.9415,13208.806,1213.747,246.09999,724.9606,5705.363,498.26547
456,493,455,12.2093340345548,76.2062561911602,-1151.1204,531.35565,12303.424,1466.905,-401.48517,492.17773,5663.0464,459.6585
457,493,456,12.2092098732458,76.2062310350046,-899.5463,437.76813,11819.054,1136.4518,-767.65186,429.6376,5622.248,487.5724
458,493,457,12.2090857119367,76.206205878849,-907.03516,470.91663,11425.293,937.1856,-937.96484,374.57925,5993.6094,650.74835
459,493,458,12.2089615506276,76.2061807226934,-1039.6185,503.5949,12224.907,1572.2203,-1253.9982,564.1715,6499.252,1113.154
460,493,459,12.2088373893185,76.2061555665379,-1078.463,455.50415,14541.387,4177.9253,-1715.1111,891.60736,7181.9834,980.3307
461,493,460,12.2087132280094,76.2061304103823,-942.87036,490.75967,19106.434,6037.5576,-2517.111,1141.5469,7391.5444,896.7144
462,493,461,12.2085890667003,76.2061052542267,-1037.7148,1281.9025,24400.555,6419.81,-2658.4685,1086.1898,7137.489,907.31256
463,493,462,12.2084649053912,76.2060800980711,-1376.2833,1493.6125,25882.852,6007.402,-1939.3389,1604.9027,7247.815,935.06934
464,493,463,12.2083407440821,76.2060549419155,-1557.2074,1463.4779,24749.67,6258.077,-1105.8593,1004.19336,7362.726,1018.4599
465,493,464,12.2082165827731,76.20602978576,-1752.8481,1275.9739,22269.72,4373.9004,-609.3241,525.9973,7577.3574,1051.2002
466,493,465,12.208092421464,76.2060046296044,-1587.0463,1063.1095,21146.127,3012.903,-851.98145,443.69073,6934.0684,1296.2305
467,493,466,12.2079682601549,76.2059794734488,-1004.8871,1482.7664,20697.357,2512.4988,-853.0741,648.6232,6433.965,1189.2135
468,493,467,12.2078440988458,76.2059543172932,49.148136,1050.8425,21301.008,2574.027,-1098.4796,926.7686,5739.939,831.14355
469,493,468,12.2077199375367,76.2059291611376,421.6463,585.7152,22172.928,2066.5168,-901.95,1346.4198,5483.8076,623.3504
470,493,469,12.2075957762276,76.2059040049821,568.6055,597.62366,23187.863,1223.5924,-1047.1555,1563.5696,5087.7593,576.02386
471,493,470,12.2074716149185,76.2058788488265,122.951866,1248.2677,23744.863,1762.9597,-754.2278,1480.8882,4867.413,682.6856
472,493,471,12.2073474536094,76.2058536926709,-450.73148,1623.7933,23803.568,1938.4965,-187.66112,1603.1847,4725.2646,603.85254
473,493,472,12.2072232923004,76.2058285365153,-1441.9778,1468.1511,22882.479,2552.6482,434.19632,1141.6451,4805.722,532.603
474,493,473,12.2070991309913,76.2058033803598,-2020.3741,950.67206,21065.055,1928.85,833.4296,774.4303,4915.7295,215.45813
475,493,474,12.2069749696822,76.2057782242042,-1719.9204,1208.3801,19547.947,1691.262,770.55554,758.31525,4899.6206,274.96008
476,493,475,12.2068508083731,76.2057530680486,-1363.5927,1190.8185,17670.21,2625.2815,857.3333,597.52155,4891.8667,292.8885
477,493,476,12.206726647064,76.2057279118931,-892.8259,858.34705,16024.531,2455.871,901.9722,498.59827,5022.113,435.28412
478,493,477,12.2066024857549,76.2057027557375,-878.4389,646.1056,15025.104,1470.2817,815.2185,379.94308,5049.0796,408.03378
479,493,478,12.2064783244458,76.2056775995819,-751.2278,517.5902,15009.279,2179.3577,833.0426,547.02747,5424.498,645.0256
480,493,479,12.2063541631367,76.2056524434264,-669.16113,742.18036,15585.263,2815.0842,1054.013,599.8631,5834.1816,872.0701
481,493,480,12.2062300018277,76.2056272872708,-581.9037,1031.9005,16609.193,3258.749,1322.7666,779.7824,6263.537,723.5121
482,493,481,12.2061058405186,76.2056021311153,-804.02594,1142.6588,18027.832,2542.953,1299.5759,706.1524,6165.852,804.05945
483,493,482,12.2059816792095,76.2055769749597,-1264.374,1299.6255,18049.125,1928.5273,951.72217,907.4258,5784.665,730.5007
484,493,483,12.2058575179004,76.2055518188042,-1373.0018,1434.5891,17165.025,2942.3757,104.99073,994.5918,5448.533,467.29684
485,493,484,12.2057333565913,76.2055266626486,-1198.8074,1586.1752,16854.596,4076.39,-480.19815,948.1288,5360.1,316.6613
486,493,485,12.2056091952822,76.205501506493,-922.7426,1404.4594,16828.041,4198.4526,-827.65924,637.6479,5311.987,319.72485
487,493,486,12.2054850339731,76.2054763503375,-876.1741,1165.5604,16538.51,3664.0857,-740.613,540.25116,5282.502,355.14313
488,493,487,12.205360872664,76.2054511941819,-902.7111,975.8723,14954.824,2274.0012,-255.13148,697.30225,5202.3706,303.5904
489,493,488,12.205236711355,76.2054260380264,-675.80554,925.3338,14010.237,1376.9514,42.644447,616.86676,5231.2036,277.81213
490,493,489,12.2051125500459,76.2054008818708,-529.95184,685.79517,13716.835,1464.6796,478.49817,375.68137,5306.344,179.90062
491,493,490,12.2049883887368,76.2053757257153,-443.3426,976.02374,13585.668,1415.3359,473.5926,446.4096,5373.022,336.8184
492,493,491,12.2048642274277,76.2053505695598,-371.7648,1102.4514,13482.583,1240.8945,468.80188,606.60205,5326.8335,480.96167
493,493,492,12.2047400661186,76.2053254134042,-29.809269,1247.9534,14206.537,1821.219,203.15186,624.51624,5179.843,602.0277
494,493,493,12.2046159048095,76.2053002572487,278.05737,922.901,14893.818,1409.1064,86.12038,603.98834,5003.237,590.98804
495,493,494,12.2044917435004,76.2052751010931,502.5926,684.35486,15885.583,1088.3173,-174.07222,528.42114,4834.8184,571.4911
496,493,495,12.2043675821913,76.2052499449376,515.1037,761.0045,16881.156,2082.9539,-457.00186,716.6266,5056.924,799.72266
497,493,496,12.2042434208823,76.205224788782,900.45,838.8279,18425.752,1950.3452,-311.8963,1240.17,5733.776,1315.6351
498,493,497,12.2041192595732,76.2051996326265,1104.1111,669.5524,19505.13,1738.6069,597.75183,1675.4872,7003.874,1559.716
499,493,498,12.2039950982641,76.205174476471,1056.35,695.2818,19255.227,1891.2115,1693.2815,1369.4724,7855.559,1115.0968
500,493,499,12.203870936955,76.2051493203154,817.9889,669.45605,18300.12,2159.065,2041.85,948.14343,8033.124,887.0072
501,493,500,12.2037467756459,76.2051241641599,405.76483,936.41174,17614.225,1727.9846,1317.2148,1444.3949,7157.074,1303.216
502,493,501,12.2036226143368,76.2050990080044,78.97223,971.8936,17072.164,1325.5869,454.40002,1252.3887,6052.9556,1376.1387
503,493,502,12.2034984530277,76.2050738518489,-524.98517,857.8178,16330.991,1751.5989,-386.52777,789.5059,5018.13,889.3544
504,493,503,12.2033742917186,76.2050486956933,-669.22034,613.397,14630.543,1916.5272,-846.6574,904.2931,4682.093,426.41617
505,493,504,12.2032501304096,76.2050235395378,-445.12036,735.6314,13348.533,1184.6263,-1106.5148,849.73444,4643.0576,444.09525
506,493,505,12.2031259691005,76.2049983833823,-253.2574,509.20532,12806.57,976.01196,-1068.4796,905.17596,4853.9907,374.37366
507,493,506,12.2030018077914,76.2049732272267,-103.79074,497.22934,13078.707,1054.0913,-1318.9778,1018.13873,5022.978,412.83398
508,493,507,12.2028776464823,76.2049480710712,-168.96852,621.87006,13615.793,1566.1117,-1601.8574,1057.0068,5421.2812,395.99927
509,493,508,12.2027534851732,76.2049229149157,-26.788895,1070.9506,14804.43,2370.0342,-1746.1111,814.1579,5651.2666,280.12558
510,493,509,12.2026293238641,76.2048977587602,-176.98703,1821.9564,16619.777,3151.2227,-1340.9519,716.1978,5880.4443,276.90256
511,493,510,12.202505162555,76.2048726026047,24.081465,2081.975,18253.836,2952.11,-584.54626,792.87164,6092.843,389.12888
512,493,511,12.202381001246,76.2048474464492,758.0592,2242.3406,19042.145,2254.0715,118.698166,912.4293,6472.4517,439.27786
513,493,512,12.2022568399369,76.2048222902936,1132.9982,1677.5422,19624.02,1639.5399,619.45184,679.75,6671,282.99094
514,493,513,12.2021326786278,76.2047971341381,1229.0592,1326.7861,19181.72,1422.648,476.26852,909.44403,6389.239,649.5834
515,493,514,12.2020085173187,76.2047719779826,767.3222,1156.6067,19341.07,1584.5314,268.46942,987.8382,6148.192,633.13043
